frame,time,Ball_z,Ball_y,Ball_x,Ball_rot_x,Ball_rot_y,Ball_rot_z,Ball_rot_w,Ball_ang_vel_x,Ball_ang_vel_y,Ball_ang_vel_z,Ball_vel_x,Ball_vel_y,Ball_vel_z,hxzywassaved_x,hxzywassaved_y,hxzywassaved_z,hxzywassaved_rot_x,hxzywassaved_rot_y,hxzywassaved_rot_z,hxzywassaved_rot_w,hxzywassaved_yaw,hxzywassaved_pitch,hxzywassaved_roll,hxzywassaved_ang_vel_x,hxzywassaved_ang_vel_y,hxzywassaved_ang_vel_z,hxzywassaved_vel_x,hxzywassaved_vel_y,hxzywassaved_vel_z,hxzywassaved_throttle,Juicy_Dom12_x,Juicy_Dom12_y,Juicy_Dom12_z,Juicy_Dom12_rot_x,Juicy_Dom12_rot_y,Juicy_Dom12_rot_z,Juicy_Dom12_rot_w,Juicy_Dom12_yaw,Juicy_Dom12_pitch,Juicy_Dom12_roll,Juicy_Dom12_ang_vel_x,Juicy_Dom12_ang_vel_y,Juicy_Dom12_ang_vel_z,Juicy_Dom12_vel_x,Juicy_Dom12_vel_y,Juicy_Dom12_vel_z,hxzywassaved_boost,Juicy_Dom12_boost,Juicy_Dom12_throttle,hxzywassaved_steer,Juicy_Dom12_steer,Juicy_Dom12_handbrake,hxzywassaved_handbrake,Juicy_Dom12_jump,Juicy_Dom12_double_jump,hxzywassaved_jump,hxzywassaved_double_jump,hxzywassaved_rot_jump,hxzywassaved_rot_double_jump,hxzywassaved_ang_vel_jump,hxzywassaved_ang_vel_double_jump,hxzywassaved_vel_jump,hxzywassaved_vel_double_jump,Juicy_Dom12_rot_jump,Juicy_Dom12_rot_double_jump,Juicy_Dom12_ang_vel_jump,Juicy_Dom12_ang_vel_double_jump,Juicy_Dom12_vel_jump,Juicy_Dom12_vel_double_jump
7145,277.39352,96.36,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,-70.26,0.0,-4608.0,35.61,2.6973983e-06,2.6973983e-06,0.70710677,0.70710677,1.5707962951691132,0.0,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,-59.51,0.0,0.0,4608.0,35.61,-2.6973983e-06,-2.6973983e-06,0.70710677,-0.70710677,-1.5707962951691132,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,0.0,-59.51,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7146,277.42697,94.33,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,-86.43,0.0,-4608.0,35.61,2.6973983e-06,2.6973983e-06,0.70710677,0.70710677,1.5707962951691132,0.0,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,-59.51,0.0,0.0,4608.0,35.61,-2.6973983e-06,-2.6973983e-06,0.70710677,-0.70710677,-1.5707962951691132,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,0.0,-59.51,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7147,277.46042,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,30.87,2.6973983e-06,2.6973983e-06,0.70710677,0.70710677,1.5707962951691132,0.0,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,-97.38,0.0,0.0,4608.0,30.87,-2.6973983e-06,-2.6973983e-06,0.70710677,-0.70710677,-1.5707962951691132,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,0.0,-97.38,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,277.49387,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,30.87,2.6973983e-06,2.6973983e-06,0.70710677,0.70710677,1.5707962951691132,0.0,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,-97.38,0.0,0.0,4608.0,30.87,-2.6973983e-06,-2.6973983e-06,0.70710677,-0.70710677,-1.5707962951691132,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,0.0,-97.38,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7149,277.5273,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,30.87,2.6973983e-06,2.6973983e-06,0.70710677,0.70710677,1.5707962951691132,0.0,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,-97.38,0.0,0.0,4608.0,30.87,-2.6973983e-06,-2.6973983e-06,0.70710677,-0.70710677,-1.5707962951691132,7.629394397339979e-06,0.0,0.0,0.0,0.0,0.0,0.0,-97.38,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,277.56076,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,19.25,-0.0014916612,0.001497056,0.70710135,0.70710903,1.570785447394323,0.004226687513428065,7.6064967545062485e-06,-12.18,0.0,0.0,0.0,0.0,-111.16,0.0,0.0,4608.0,19.25,0.0014916612,0.0014916612,-0.70710135,0.7071091,-1.5707854151482266,0.0042190582306454415,2.3120954381365974e-08,12.17,0.0,0.0,0.0,0.0,-111.16,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,277.5942,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,19.25,-0.0014916612,0.001497056,0.70710135,0.70710903,1.570785447394323,0.004226687513428065,7.6064967545062485e-06,-12.18,0.0,0.0,0.0,0.0,-111.16,0.0,0.0,4608.0,19.25,0.0014916612,0.0014916612,-0.70710135,0.7071091,-1.5707854151482266,0.0042190582306454415,2.3120954381365974e-08,12.17,0.0,0.0,0.0,0.0,-111.16,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7152,277.62766,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7153,277.6611,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,277.69455,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155,277.728,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7156,277.76144,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7157,277.7949,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7158,277.82834,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,277.8618,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160,277.89523,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7161,277.92868,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162,277.96213,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7163,277.99557,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,278.02902,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7165,278.06247,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166,278.09592,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,278.12936,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7168,278.1628,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7169,278.19626,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7170,278.2297,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,278.26315,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7172,278.2966,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7173,278.33005,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7174,278.3635,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,278.39694,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7176,278.4304,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7177,278.46384,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178,278.49728,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,278.53073,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7180,278.56418,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7181,278.59763,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182,278.63107,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7183,278.66452,92.75,0.0,0.0,2.6973983e-06,2.6973983e-06,2.6973983e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4608.0,16.3,-0.0030399677,0.0030453627,0.70709914,0.70710135,1.570793262726946,0.00860598347577771,7.6164451098934915e-06,-1.23,0.0,0.0,0.0,0.0,6.85,0.0,0.0,4608.0,16.24,0.0030022042,0.0030022042,-0.70710135,0.7070995,-1.5707989916946066,0.008491541511566964,-1.1108556036245787e-08,1.14,0.0,0.0,0.0,0.0,5.34,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
