frame,time,Ball_z,Ball_y,Ball_x,Ball_rot_x,Ball_rot_y,Ball_rot_z,Ball_rot_w,Ball_ang_vel_x,Ball_ang_vel_y,Ball_ang_vel_z,Ball_vel_x,Ball_vel_y,Ball_vel_z,hxzywassaved_x,hxzywassaved_y,hxzywassaved_z,hxzywassaved_rot_x,hxzywassaved_rot_y,hxzywassaved_rot_z,hxzywassaved_rot_w,hxzywassaved_yaw,hxzywassaved_pitch,hxzywassaved_roll,hxzywassaved_ang_vel_x,hxzywassaved_ang_vel_y,hxzywassaved_ang_vel_z,hxzywassaved_vel_x,hxzywassaved_vel_y,hxzywassaved_vel_z,hxzywassaved_throttle,Juicy_Dom12_x,Juicy_Dom12_y,Juicy_Dom12_z,Juicy_Dom12_rot_x,Juicy_Dom12_rot_y,Juicy_Dom12_rot_z,Juicy_Dom12_rot_w,Juicy_Dom12_yaw,Juicy_Dom12_pitch,Juicy_Dom12_roll,Juicy_Dom12_ang_vel_x,Juicy_Dom12_ang_vel_y,Juicy_Dom12_ang_vel_z,Juicy_Dom12_vel_x,Juicy_Dom12_vel_y,Juicy_Dom12_vel_z,hxzywassaved_boost,Juicy_Dom12_boost,Juicy_Dom12_throttle,hxzywassaved_steer,Juicy_Dom12_steer,Juicy_Dom12_handbrake,hxzywassaved_handbrake,Juicy_Dom12_jump,Juicy_Dom12_double_jump,hxzywassaved_jump,hxzywassaved_double_jump,hxzywassaved_rot_jump,hxzywassaved_rot_double_jump,hxzywassaved_ang_vel_jump,hxzywassaved_ang_vel_double_jump,hxzywassaved_vel_jump,hxzywassaved_vel_double_jump,Juicy_Dom12_rot_jump,Juicy_Dom12_rot_double_jump,Juicy_Dom12_ang_vel_jump,Juicy_Dom12_ang_vel_double_jump,Juicy_Dom12_vel_jump,Juicy_Dom12_vel_double_jump
4872,187.7357,1252.34,4838.26,-2650.48,0.77507365,-0.5747503,0.06934227,0.2532084,-37.94,-21.25,-97.21,509.51,1252.43,-155.78,-2861.84,4200.95,993.38,0.77475697,-0.031913046,0.5248645,-0.35107043,-0.7518617159250666,-0.9122414011753317,-1.908107519562779,255.49,-13.99,486.85,326.92,569.45,-55.55,0.0,-2711.84,4995.21,35.57,0.20413177,0.07780679,-0.19027789,0.95711577,-0.3483542964740005,0.22860982438592817,0.37986252275878163,-217.15,-47.15,-199.9,443.99,-158.34,-124.91,23.0,100.0,0.0,0.0,-1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4873,187.76903,1248.18,4869.55,-2637.76,0.76663715,-0.584461,0.07104163,0.2561756,-37.94,-21.25,-97.21,509.12,1251.47,-171.89,-2861.84,4200.95,993.38,0.77475697,-0.031913046,0.5248645,-0.35107043,-0.7518617159250666,-0.9122414011753317,-1.908107519562779,255.49,-13.99,486.85,326.92,569.45,-55.55,0.0,-2711.84,4995.21,35.57,0.20413177,0.07780679,-0.19027789,0.95711577,-0.3483542964740005,0.22860982438592817,0.37986252275878163,-217.15,-47.15,-199.9,443.99,-158.34,-124.91,23.0,100.0,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874,187.80235,1238.64,4932.07,-2612.32,0.7493536,-0.60356945,0.07440799,0.2619858,-37.94,-21.25,-97.21,508.34,1249.55,-204.08,-2835.72,4242.26,989.74,0.7123083,0.06033296,0.4693356,-0.5183637,-0.6276641048345053,-0.8200385363307201,-1.603118848937078,297.62,-107.56,449.83,366.53,536.78,-43.81,0.0,-2680.53,4980.99,27.4,0.14102858,0.039827254,-0.2632482,0.95353293,-0.5194814948986143,0.150774849253687,0.25353501483606344,-173.16,-9.74,-188.5,394.54,-216.36,-83.72,23.0,100.0,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4875,187.83568,1233.27,4963.29,-2599.62,0.74051505,-0.6129618,0.07606958,0.26481807,-37.94,-21.25,-97.21,507.95,1248.59,-220.16,-2835.72,4242.26,989.74,0.7123083,0.06033296,0.4693356,-0.5183637,-0.6276641048345053,-0.8200385363307201,-1.603118848937078,297.62,-107.56,449.83,366.53,536.78,-43.81,0.0,-2680.53,4980.99,27.4,0.14102858,0.039827254,-0.2632482,0.95353293,-0.5194814948986143,0.150774849253687,0.25353501483606344,-173.16,-9.74,-188.5,394.54,-216.36,-83.72,23.0,100.0,0.0,-0.812,-1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4876,187.869,1225.49,5004.88,-2582.7,0.72852266,-0.6253214,0.07826535,0.26851892,-37.94,-21.25,-97.21,507.43,1247.31,-241.58,-2806.33,4281.22,986.8,-0.60472935,-0.1492719,-0.41333202,0.6642115,-0.5407693908278243,-0.7728860082404729,-1.2524986216409562,308.56,-137.69,433.96,412.69,505.97,-35.8,0.0,-2653.6,4963.29,21.59,0.077510074,0.0076687033,-0.33165446,0.9401801,-0.6735879296216115,0.06588069422539455,0.1414370331512977,-202.42,27.73,-185.37,331.54,-247.12,-75.98,23.0,100.0,0.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4877,187.90233,1217.7,5023.7,-2566.65,0.7317161,-0.6235087,0.07961404,0.26360965,195.27,-16.29,389.66,371.24,-733.26,-177.83,-2806.33,4281.22,986.8,-0.60472935,-0.1492719,-0.41333202,0.6642115,-0.5407693908278243,-0.7728860082404729,-1.2524986216409562,308.56,-137.69,433.96,412.69,505.97,-35.8,0.0,-2653.6,4963.29,21.59,0.077510074,0.0076687033,-0.33165446,0.9401801,-0.6735879296216115,0.06588069422539455,0.1414370331512977,-202.42,27.73,-185.37,331.54,-247.12,-75.98,23.0,100.0,0.0,-1.0,-1.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4878,187.93565,1212.98,5005.37,-2557.38,0.7672504,-0.5894404,0.078610614,0.24022312,195.27,-16.29,389.66,370.94,-732.69,-193.93,-2806.33,4281.22,986.8,-0.60472935,-0.1492719,-0.41333202,0.6642115,-0.5407693908278243,-0.7728860082404729,-1.2524986216409562,308.56,-137.69,433.96,412.69,505.97,-35.8,0.0,-2630.81,4942.62,18.02,0.025482405,0.0040002414,-0.396279,0.91776776,-0.814607289000992,0.02754235117273643,0.04363382428479874,-118.15,41.71,-187.41,289.3,-306.53,-40.62,23.0,100.0,0.539,-0.906,-0.617,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4879,187.96898,1202.35,4968.77,-2538.84,0.8313839,-0.5161518,0.07589695,0.19138387,195.27,-16.29,389.66,370.34,-731.55,-226.09,-2757.42,4333.67,983.45,-0.39002103,-0.26820064,-0.32834747,0.81739825,-0.4727449139189824,-0.7678335720278383,-0.6964030267177737,348.68,-198.13,376.37,485.35,466.36,-26.85,0.0,-2630.81,4942.62,18.02,0.025482405,0.0040002414,-0.396279,0.91776776,-0.814607289000992,0.02754235117273643,0.04363382428479874,-118.15,41.71,-187.41,289.3,-306.53,-40.62,23.0,100.0,0.539,-0.766,-0.617,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4880,188.0023,1196.43,4950.5,-2529.59,0.8597904,-0.47715268,0.074202985,0.1660714,195.27,-16.29,389.66,370.04,-730.98,-242.15,-2757.42,4333.67,983.45,-0.39002103,-0.26820064,-0.32834747,0.81739825,-0.4727449139189824,-0.7678335720278383,-0.6964030267177737,348.68,-198.13,376.37,485.35,466.36,-26.85,0.0,-2630.81,4942.62,18.02,0.025482405,0.0040002414,-0.396279,0.91776776,-0.814607289000992,0.02754235117273643,0.04363382428479874,-118.15,41.71,-187.41,289.3,-306.53,-40.62,23.0,100.0,0.539,-0.461,-0.617,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4881,188.03563,1187.91,4926.15,-2517.27,0.893679,-0.42296714,0.07160269,0.1315661,195.27,-16.29,389.66,369.64,-730.22,-263.55,-2718.92,4367.53,981.7,-0.20187674,-0.32425818,-0.2866617,0.87859404,-0.5375693681108752,-0.7553221801146862,-0.23402431499926737,420.47,-183.94,303.08,535.6,439.22,-20.47,0.0,-2597.02,4904.63,16.56,-0.000941392,0.0030561523,-0.43685883,0.8995244,-0.9042225474822626,0.0046756733490646695,-0.0043638859359128625,-18.14,18.87,-24.01,330.46,-390.11,-1.83,23.0,100.0,0.781,-0.266,0.023,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4882,188.06895,1181.05,4907.91,-2508.03,0.91600716,-0.38084438,0.069401614,0.10522323,195.27,-16.29,389.66,369.34,-729.65,-279.58,-2718.92,4367.53,981.7,-0.20187674,-0.32425818,-0.2866617,0.87859404,-0.5375693681108752,-0.7553221801146862,-0.23402431499926737,420.47,-183.94,303.08,535.6,439.22,-20.47,0.0,-2597.02,4904.63,16.56,-0.000941392,0.0030561523,-0.43685883,0.8995244,-0.9042225474822626,0.0046756733490646695,-0.0043638859359128625,-18.14,18.87,-24.01,330.46,-390.11,-1.83,23.0,100.0,0.781,-0.414,0.023,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4883,188.10228,1171.29,4883.6,-2495.72,0.9415318,-0.32294723,0.066143155,0.069628194,195.27,-16.29,389.66,368.94,-728.89,-300.94,-2718.92,4367.53,981.7,-0.20187674,-0.32425818,-0.2866617,0.87859404,-0.5375693681108752,-0.7553221801146862,-0.23402431499926737,420.47,-183.94,303.08,535.6,439.22,-20.47,0.0,-2576.95,4880.39,16.77,-0.0004990187,0.0043401136,-0.43722567,0.8993412,-0.9050496452453178,0.0073701850995253355,-0.004692938990488017,6.28,-1.93,29.12,359.56,-429.47,4.05,23.0,100.0,0.836,-0.812,0.336,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4884,188.13562,1160.81,4859.32,-2483.44,0.9620866,-0.2633345,0.06253943,0.033661,195.27,-16.29,389.66,368.54,-728.13,-322.27,-2666.79,4405.82,980.07,0.051334355,-0.34206107,-0.2516871,0.9038875,-0.6540688790404606,-0.6341947783193607,0.33519189175759484,475.02,-125.12,247.37,596.37,398.02,-16.76,0.0,-2576.95,4880.39,16.77,-0.0004990187,0.0043401136,-0.43722567,0.8993412,-0.9050496452453178,0.0073701850995253355,-0.004692938990488017,6.28,-1.93,29.12,359.56,-429.47,4.05,23.0,100.0,0.836,-0.836,0.336,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4885,188.16895,1152.49,4841.13,-2474.23,0.97417104,-0.21769977,0.059620846,0.006557375,195.27,-16.29,389.66,368.24,-727.56,-338.26,-2666.79,4405.82,980.07,0.051334355,-0.34206107,-0.2516871,0.9038875,-0.6540688790404606,-0.6341947783193607,0.33519189175759484,475.02,-125.12,247.37,596.37,398.02,-16.76,0.0,-2546.56,4848.4,16.96,0.0011517891,0.0043455088,-0.39456344,0.9188577,-0.8111999064356847,0.008894833471364268,-0.0013125495344393583,2.72,-1.4,179.02,442.47,-423.66,1.44,23.0,100.0,0.883,-0.844,0.992,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4886,188.20227,1140.77,4816.89,-2461.95,0.9857756,-0.15586975,0.055456065,-0.029593283,195.27,-16.29,389.66,367.84,-726.8,-359.56,-2666.79,4405.82,980.07,0.051334355,-0.34206107,-0.2516871,0.9038875,-0.6540688790404606,-0.6341947783193607,0.33519189175759484,475.02,-125.12,247.37,596.37,398.02,-16.76,0.0,-2546.56,4848.4,16.96,0.0011517891,0.0043455088,-0.39456344,0.9188577,-0.8111999064356847,0.008894833471364268,-0.0013125495344393583,2.72,-1.4,179.02,442.47,-423.66,1.44,0.0,100.0,0.883,-0.93,0.992,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4887,188.2356,1131.51,4798.73,-2452.77,0.9910642,-0.10894024,0.05213818,-0.056615904,195.27,-16.29,389.66,367.54,-726.23,-375.52,-2614.43,4436.9,978.4,0.28163916,-0.31095994,-0.22404404,0.87965196,-0.6784816185421083,-0.4344084745344867,0.7751550305525797,494.89,-66.72,230.5,655.01,351.1,-24.93,0.0,-2546.56,4848.4,16.96,0.0011517891,0.0043455088,-0.39456344,0.9188577,-0.8111999064356847,0.008894833471364268,-0.0013125495344393583,2.72,-1.4,179.02,442.47,-423.66,1.44,0.0,100.0,0.883,-1.0,0.992,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888,188.26892,1104.88,4750.37,-2428.29,0.9907553,0.017406395,0.042551626,-0.1276333,195.27,-16.29,389.66,366.74,-724.71,-418.02,-2614.43,4436.9,978.4,0.28163916,-0.31095994,-0.22404404,0.87965196,-0.6784816185421083,-0.4344084745344867,0.7751550305525797,494.89,-66.72,230.5,655.01,351.1,-24.93,0.0,-2509.51,4817.51,17.01,0.00138916,0.0044480097,-0.32158774,0.94686836,-0.6548201158931232,0.009316967743627579,-0.00023015746335729067,0.71,-0.16,224.33,537.03,-397.06,0.35,0.0,100.0,0.891,-1.0,0.977,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
4889,188.30225,1101.35,4744.33,-2425.23,0.9892418,0.033229418,0.041289244,-0.13635129,195.27,-16.29,389.66,366.64,-724.52,-423.33,-2614.43,4436.9,978.4,0.28163916,-0.31095994,-0.22404404,0.87965196,-0.6784816185421083,-0.4344084745344867,0.7751550305525797,494.89,-66.72,230.5,655.01,351.1,-24.93,0.0,-2509.51,4817.51,17.01,0.00138916,0.0044480097,-0.32158774,0.94686836,-0.6548201158931232,0.009316967743627579,-0.00023015746335729067,0.71,-0.16,224.33,537.03,-397.06,0.35,0.0,100.0,0.891,-1.0,0.977,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890,188.33557,1079.26,4708.14,-2406.93,0.97332466,0.12775199,0.03343442,-0.18761826,195.27,-16.29,389.66,366.04,-723.38,-455.14,-2540.51,4472.57,973.17,0.55332214,-0.21634567,-0.18121998,0.7837018,-0.5569041051341737,-0.13900211911123456,1.2693284512621998,494.86,-14.99,239.53,687.37,325.43,-78.4,0.0,-2454.84,4783.19,17.01,0.0010277088,0.0046152486,-0.23925745,0.97094464,-0.48320854470561253,0.009454216593704401,-0.00021277803144284684,-0.24,0.24,98.89,636.87,-369.65,0.27,0.0,100.0,0.891,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4891,188.3689,1067.61,4690.07,-2397.78,0.9610127,0.17451425,0.029355869,-0.21245597,195.27,-16.29,389.66,365.74,-722.81,-471.03,-2540.51,4472.57,973.17,0.55332214,-0.21634567,-0.18121998,0.7837018,-0.5569041051341737,-0.13900211911123456,1.2693284512621998,494.86,-14.99,239.53,687.37,325.43,-78.4,0.0,-2444.03,4777.06,17.01,0.0009791555,0.0046368274,-0.23295629,0.97247565,-0.47023960550282395,0.00947474610337344,-0.0002559579458070416,-0.12,0.15,71.57,652.41,-366.99,0.26,0.0,100.0,0.891,-0.859,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4892,188.40222,1051.47,4665.99,-2385.59,0.9401628,0.23603137,0.02377765,-0.24457672,195.27,-16.29,389.66,365.34,-722.05,-492.19,-2500.4,4491.54,967.34,0.66573393,-0.14422773,-0.16055247,0.7142966,-0.43500103018676983,0.007727776234182297,1.498738444557384,429.58,74.07,218.11,687.37,325.43,-116.27,0.0,-2404.24,4755.97,17.01,0.000941392,0.004653012,-0.22162718,0.97511995,-0.44697187480218215,0.009491908296411973,-0.00022653782316428084,0.14,-0.01,23.73,702.4,-358.34,0.26,0.0,100.0,0.789,-0.555,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4893,188.43555,1030.3,4635.93,-2370.39,0.90713245,0.31113797,0.01663494,-0.28289074,195.27,-16.29,389.66,364.84,-721.1,-518.62,-2500.4,4491.54,967.34,0.66573393,-0.14422773,-0.16055247,0.7142966,-0.43500103018676983,0.007727776234182297,1.498738444557384,429.58,74.07,218.11,687.37,325.43,-116.27,0.0,-2404.24,4755.97,17.01,0.000941392,0.004653012,-0.22162718,0.97511995,-0.44697187480218215,0.009491908296411973,-0.00022653782316428084,0.14,-0.01,23.73,702.4,-358.34,0.26,0.0,100.0,0.789,0.102,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
4894,188.46887,1021.52,4623.91,-2364.31,0.89180666,0.34049654,0.013737934,-0.2975808,195.27,-16.29,389.66,364.64,-720.72,-529.18,-2500.4,4491.54,967.34,0.66573393,-0.14422773,-0.16055247,0.7142966,-0.43500103018676983,0.007727776234182297,1.498738444557384,429.58,74.07,218.11,687.37,325.43,-116.27,0.0,-2404.24,4755.97,17.01,0.000941392,0.004653012,-0.22162718,0.97511995,-0.44697187480218215,0.009491908296411973,-0.00022653782316428084,0.14,-0.01,23.73,702.4,-358.34,0.26,0.0,100.0,0.789,0.805,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4895,188.5022,994.17,4587.99,-2346.07,0.83885074,0.4257185,0.0049389363,-0.33921802,195.27,-16.29,389.66,364.96,-715.21,-558.59,-2425.93,4526.7,950.63,0.78769994,0.005580917,-0.18341032,0.58809716,-0.21833832688426305,0.2999881008984844,1.8258229029580215,331.47,240.7,74.42,685.55,316.54,-190.62,0.0,-2338.28,4723.79,17.01,0.00099534,0.004679986,-0.21690133,0.9761818,-0.43728371513944225,0.009568961484209914,-8.692876983536536e-05,0.14,0.06,4.38,713.97,-339.81,0.26,0.0,100.0,0.0,0.875,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4896,188.53552,991.45,4587.99,-2341.83,0.8336124,0.43030405,0.003406814,-0.3462906,168.86,65.19,159.24,871.01,251.83,-219.2,-2425.93,4526.7,950.63,0.78769994,0.005580917,-0.18341032,0.58809716,-0.21833832688426305,0.2999881008984844,1.8258229029580215,331.47,240.7,74.42,685.55,316.54,-190.62,0.0,-2338.28,4723.79,17.01,0.00099534,0.004679986,-0.21690133,0.9761818,-0.43728371513944225,0.009568961484209914,-8.692876983536536e-05,0.14,0.06,4.38,713.97,-339.81,0.26,0.0,100.0,0.0,0.469,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
4897,188.56885,980.35,4601.97,-2297.73,0.8004266,0.45690057,-0.0057859616,-0.38797635,168.86,65.19,159.24,876.19,264.68,-237.85,-2381.63,4538.33,930.29,0.88470083,-0.00013756732,-0.2417984,0.39854482,-0.21514965341593076,0.44197867198408697,2.2465646322715407,493.36,7.39,-239.25,559.4,112.61,-304.67,0.0,-2297.48,4704.54,17.01,0.0010169192,0.0046907756,-0.21619461,0.9763385,-0.4358357300693284,0.009599421954658228,-4.2528029633992346e-05,0.06,0.03,1.51,688.07,-322.79,0.26,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4898,188.60217,970.01,4613.22,-2261.12,0.7705462,0.4778001,-0.013446572,-0.4216454,168.86,65.19,159.24,879.78,272.15,-255.61,-2381.63,4538.33,930.29,0.88470083,-0.00013756732,-0.2417984,0.39854482,-0.21514965341593076,0.44197867198408697,2.2465646322715407,493.36,7.39,-239.25,559.4,112.61,-304.67,0.0,-2297.48,4704.54,17.01,0.0010169192,0.0046907756,-0.21619461,0.9763385,-0.4358357300693284,0.009599421954658228,-4.2528029633992346e-05,0.06,0.03,1.51,688.07,-322.79,0.26,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
4899,188.6355,961.05,4622.3,-2231.81,0.7452408,0.49365002,-0.01954813,-0.44782105,168.86,65.19,159.24,878.86,271.87,-277.0,-2339.76,4546.63,905.6,0.9397201,-0.037313238,-0.27070385,0.20555599,-0.21012038308862446,0.5160309079417769,2.6552522099837272,490.36,-37.56,-246.24,558.23,110.34,-350.22,0.0,-2246.36,4680.67,17.01,0.0010169192,0.0046907756,-0.21591948,0.9763994,-0.4352721459948776,0.009599433721709473,-3.98228980594241e-05,0.01,-0.05,0.38,688.8,-320.96,0.26,0.0,100.0,0.469,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900,188.66882,951.37,4631.35,-2202.53,0.7187296,0.50871235,-0.02562267,-0.47326842,168.86,65.19,159.24,877.94,271.59,-298.36,-2339.76,4546.63,905.6,0.9397201,-0.037313238,-0.27070385,0.20555599,-0.21012038308862446,0.5160309079417769,2.6552522099837272,490.36,-37.56,-246.24,558.23,110.34,-350.22,0.0,-2246.36,4680.67,17.01,0.0010169192,0.0046907756,-0.21591948,0.9763994,-0.4352721459948776,0.009599433721709473,-3.98228980594241e-05,0.01,-0.05,0.38,688.8,-320.96,0.26,0.0,100.0,0.469,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4901,188.70215,938.27,4642.65,-2165.98,0.68396324,0.5263804,-0.033153847,-0.5040027,168.86,65.19,159.24,876.79,271.24,-325.03,-2297.91,4554.91,877.32,0.9607215,-0.07796859,-0.26633403,0.0011517891,-0.1759743621577174,0.5370063951478523,3.090660216636775,485.79,-74.6,-246.85,558.23,110.34,-398.91,0.0,-2246.36,4680.67,17.01,0.0010169192,0.0046907756,-0.21591948,0.9763994,-0.4352721459948776,0.009599433721709473,-3.98228980594241e-05,0.01,-0.05,0.38,688.8,-320.96,0.26,0.0,100.0,0.469,0.234,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,188.73547,926.99,4651.69,-2136.78,0.6548989,0.53956527,-0.039115142,-0.5276806,168.86,65.19,159.24,875.87,270.96,-346.35,-2297.91,4554.91,877.32,0.9607215,-0.07796859,-0.26633403,0.0011517891,-0.1759743621577174,0.5370063951478523,3.090660216636775,485.79,-74.6,-246.85,558.23,110.34,-398.91,0.0,-2181.24,4650.37,17.01,0.0010169192,0.0046907756,-0.21584935,0.9764149,-0.4351284913176981,0.009599436502794214,-3.913341361164682e-05,0.01,-0.06,0.05,728.96,-338.97,0.26,0.0,100.0,0.609,0.586,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4903,188.7688,926.99,4651.69,-2136.78,0.6548989,0.53956527,-0.039115142,-0.5276806,168.86,65.19,159.24,875.87,270.96,-346.35,-2297.91,4554.91,877.32,0.9607215,-0.07796859,-0.26633403,0.0011517891,-0.1759743621577174,0.5370063951478523,3.090660216636775,485.79,-74.6,-246.85,558.23,110.34,-398.91,0.0,-2181.24,4650.37,17.01,0.0010169192,0.0046907756,-0.21584935,0.9764149,-0.4351284913176981,0.009599436502794214,-3.913341361164682e-05,0.01,-0.06,0.05,728.96,-338.97,0.26,0.0,100.0,0.609,0.539,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,188.80212,905.55,4667.49,-2085.73,0.60152876,0.56052417,-0.04939762,-0.5670411,168.86,65.19,159.24,874.26,270.47,-383.59,-2256.06,4563.19,845.39,0.93962824,-0.120361075,-0.2484448,-0.20220582,-0.14724971262911257,0.5416691509669347,-2.7586156617537942,479.17,-53.57,-264.61,558.23,110.34,-447.6,0.0,-2181.24,4650.37,17.01,0.0010169192,0.0046907756,-0.21584935,0.9764149,-0.4351284913176981,0.009599436502794214,-3.913341361164682e-05,0.01,-0.06,0.05,728.96,-338.97,0.26,0.0,100.0,0.609,0.375,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,188.83545,895.69,4674.24,-2063.89,-0.5777283,-0.5686596,0.05373504,0.5830685,168.86,65.19,159.24,873.57,270.26,-399.53,-2256.06,4563.19,845.39,0.93962824,-0.120361075,-0.2484448,-0.20220582,-0.14724971262911257,0.5416691509669347,-2.7586156617537942,479.17,-53.57,-264.61,558.23,110.34,-447.6,0.0,-2106.57,4616.59,17.01,0.0010331036,0.0046907756,-0.20476839,0.9787987,-0.4124585059377766,0.009605891767271576,0.00010136046292632643,0.46,-0.23,102.12,760.63,-309.97,0.31,0.0,100.0,0.117,0.086,0.961,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
4906,188.86877,874.79,4687.74,-2020.25,-0.5285815,-0.58338743,0.062258903,0.61350185,168.86,65.19,159.24,872.19,269.84,-431.38,-2204.91,4573.31,801.36,0.8471964,-0.18222341,-0.24794847,-0.4330986,-0.11542593206809217,0.6162309716456051,-2.2332068039816493,478.37,68.0,-262.74,558.23,110.34,-507.11,0.0,-2106.57,4616.59,17.01,0.0010331036,0.0046907756,-0.20476839,0.9787987,-0.4124585059377766,0.009605891767271576,0.00010136046292632643,0.46,-0.23,102.12,760.63,-309.97,0.31,0.0,100.0,0.117,-0.055,0.961,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907,188.9021,863.74,4694.49,-1998.46,-0.50327444,-0.58995837,0.06643447,0.6278936,168.86,65.19,159.24,871.5,269.63,-447.28,-2200.26,4574.23,797.09,0.835277,-0.18792036,-0.24959393,-0.45243904,-0.10901130903039567,0.6273546119566262,-2.18414524391291,478.68,77.15,-259.63,558.23,110.34,-512.52,0.0,-2061.55,4600.59,17.01,0.0008820492,0.004712355,-0.15909044,0.98725235,-0.3195411176227954,0.009585365068203372,0.0002422401609620915,0.01,-0.02,189.24,780.84,-246.37,0.31,0.0,100.0,0.188,-0.094,0.992,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4908,188.93542,848.39,4703.48,-1969.42,-0.46882308,-0.5978887,0.071910195,0.6461911,168.86,65.19,159.24,870.59,269.35,-468.48,-2200.26,4574.23,797.09,0.835277,-0.18792036,-0.24959393,-0.45243904,-0.10901130903039567,0.6273546119566262,-2.18414524391291,478.68,77.15,-259.63,558.23,110.34,-512.52,0.0,-2061.55,4600.59,17.01,0.0008820492,0.004712355,-0.15909044,0.98725235,-0.3195411176227954,0.009585365068203372,0.0002422401609620915,0.01,-0.02,189.24,780.84,-246.37,0.31,0.0,100.0,0.188,-0.102,0.992,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4909,188.96875,836.41,4710.2,-1947.67,-0.4424856,-0.60319716,0.0759401,0.6592365,168.86,65.19,159.24,869.92,269.14,-484.35,-2158.41,4582.51,756.61,0.7067076,-0.22736189,-0.26898825,-0.6136092,0.011637371304942384,0.7197740385653646,-1.7072087402186569,501.88,86.55,-207.64,558.23,110.34,-561.21,0.0,-2001.44,4586.24,17.01,0.0004612551,0.004760908,-0.080401644,0.99675107,-0.16097815318603828,0.009565197480469348,0.000153950411917554,-0.28,0.04,210.37,819.74,-147.51,0.29,0.0,100.0,0.539,-0.047,0.367,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4910,189.00517,819.83,4719.16,-1918.69,-0.40675032,-0.6094282,0.08120551,0.6756901,168.86,65.19,159.24,869.04,268.86,-505.51,-2158.41,4582.51,756.61,0.7067076,-0.22736189,-0.26898825,-0.6136092,0.011637371304942384,0.7197740385653646,-1.7072087402186569,501.88,86.55,-207.64,558.23,110.34,-561.21,0.0,-2001.44,4586.24,17.01,0.0004612551,0.004760908,-0.080401644,0.99675107,-0.16097815318603828,0.009565197480469348,0.000153950411917554,-0.28,0.04,210.37,819.74,-147.51,0.29,0.0,100.0,0.539,0.32,0.367,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
