frame,time,Ball_z,Ball_y,Ball_x,French B4guette_x,French B4guette_y,French B4guette_z,User-63f82723dc_x,User-63f82723dc_y,User-63f82723dc_z,User-63f82723dc_boost,Sayonara_Sammy12_x,Sayonara_Sammy12_y,Sayonara_Sammy12_z,Sayonara_Sammy12_throttle,Sayonara_Sammy12_boost,GMON3YSTR8CASH_x,GMON3YSTR8CASH_y,GMON3YSTR8CASH_z,GMON3YSTR8CASH_boost,GMON3YSTR8CASH_throttle,French B4guette_throttle,GMON3YSTR8CASH_steer,User-63f82723dc_throttle,Sayonara_Sammy12_steer,French B4guette_boost,French B4guette_steer,French B4guette_handbrake,User-63f82723dc_steer,GMON3YSTR8CASH_handbrake,Sayonara_Sammy12_handbrake,User-63f82723dc_handbrake,French B4guette_jump,French B4guette_double_jump,User-63f82723dc_jump,User-63f82723dc_double_jump,Sayonara_Sammy12_jump,Sayonara_Sammy12_double_jump,GMON3YSTR8CASH_jump,GMON3YSTR8CASH_double_jump
2871,116.92941,360.14,4167.45,1150.94,2457.11,3556.38,16.98,865.76,1031.28,17.0,100.0,1342.72,4487.37,160.61,0.0,17.0,1164.07,4563.0,299.16,78.0,0.984,0.992,-1.0,0.164,0.391,0.0,0.0,0.0,0.812,0.0,1.0,0.0,0,0,0,0,0,0,0,0
2872,116.96274,364.19,4119.5,1146.2,2615.77,3652.73,17.01,865.76,1031.28,17.0,100.0,1335.52,4637.6,60.75,0.0,17.0,1241.25,4542.54,338.03,78.0,0.992,0.992,-1.0,0.164,0.148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1
2873,116.99606,368.95,4055.63,1139.91,2674.83,3685.22,17.01,865.76,1031.28,17.0,100.0,1335.52,4637.6,60.75,0.0,17.0,1241.25,4542.54,338.03,78.0,0.992,0.992,-1.0,0.164,0.148,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0
2874,117.02939,372.99,3991.82,1133.63,2674.83,3685.22,17.01,762.64,1010.57,17.0,100.0,1330.69,4730.32,42.37,0.992,17.0,1297.64,4527.74,363.1,78.0,0.992,0.992,-1.0,0.148,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1
2875,117.06271,376.3,3928.08,1127.35,2793.67,3748.8,17.01,762.64,1010.57,17.0,100.0,1330.69,4730.32,42.37,0.992,17.0,1297.64,4527.74,363.1,78.0,0.992,0.992,-1.0,0.125,0.0,0.0,0.992,0.0,-1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0
2876,117.09604,378.88,3864.4,1121.07,2823.17,3765.0,17.01,689.66,989.16,17.0,100.0,1330.69,4730.32,42.37,0.992,17.0,1297.64,4527.74,363.1,78.0,0.992,0.992,-1.0,0.047,0.0,0.0,0.992,0.0,-1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0
2877,117.129364,380.74,3800.79,1114.79,2910.38,3815.68,17.01,671.43,983.86,17.0,100.0,1325.86,4839.2,37.61,0.992,17.0,1368.39,4509.37,390.66,78.0,0.969,0.992,-1.0,0.0,0.812,0.0,0.992,1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2878,117.16269,381.88,3737.25,1108.51,2966.85,3851.81,17.01,671.43,983.86,17.0,100.0,1325.86,4839.2,37.61,0.992,17.0,1368.39,4509.37,390.66,78.0,0.969,0.992,-1.0,0.0,0.812,0.0,0.992,1.0,-1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2879,117.196014,382.29,3673.77,1102.26,2994.43,3870.67,17.01,579.56,961.91,17.0,100.0,1319.42,4947.03,26.99,0.992,17.0,1439.37,4491.13,414.06,78.0,0.945,0.992,-1.0,0.0,0.992,0.0,0.992,1.0,-1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1
2880,117.22934,381.97,3610.35,1096.02,3074.19,3930.39,17.01,579.56,961.91,17.0,100.0,1319.42,4947.03,26.99,0.992,17.0,1439.37,4491.13,414.06,78.0,0.945,0.992,-1.0,0.0,0.992,100.0,0.992,1.0,-0.68,0.0,0.0,1.0,0,0,0,0,1,0,0,0
2881,117.262665,380.93,3547.0,1089.78,3074.19,3930.39,17.01,507.06,953.42,17.0,100.0,1319.42,4947.03,26.99,0.992,17.0,1439.37,4491.13,414.06,78.0,0.945,0.992,-1.0,0.0,0.992,100.0,0.992,1.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2882,117.29599,379.17,3483.72,1083.54,3171.51,4017.39,17.01,489.07,952.75,17.0,100.0,1302.54,5031.45,37.01,0.992,17.0,1524.8,4469.46,436.67,78.0,0.93,0.992,-1.0,0.125,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,0,0,0,1,0,0,1
2883,117.329315,378.02,3452.1,1080.42,3193.47,4040.65,17.01,489.07,952.75,17.0,100.0,1302.54,5031.45,37.01,0.992,17.0,1539.06,4465.86,439.85,78.0,0.93,0.992,-1.0,0.211,0.992,100.0,0.992,0.0,0.844,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2884,117.36264,373.49,3357.35,1071.06,3193.47,4040.65,17.01,400.18,954.01,17.0,100.0,1266.96,5073.13,72.32,0.992,17.0,1539.06,4465.86,439.85,78.0,0.93,0.992,-1.0,0.25,0.992,100.0,0.992,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,1,0,0
2885,117.395966,373.49,3357.35,1071.06,3193.47,4040.65,17.01,400.18,954.01,17.0,100.0,1266.96,5073.13,72.32,0.992,17.0,1539.06,4465.86,439.85,78.0,0.93,0.992,-1.0,0.266,0.992,100.0,0.992,0.0,0.992,0.0,0.0,1.0,0,0,0,0,0,0,0,0
2886,117.42929,373.49,3357.35,1071.06,3193.47,4040.65,17.01,400.18,954.01,17.0,100.0,1266.96,5073.13,72.32,0.992,17.0,1539.06,4465.86,439.85,78.0,0.93,0.992,-1.0,0.273,0.992,100.0,0.992,0.0,0.891,0.0,0.0,1.0,0,0,0,0,0,0,0,0
2887,117.462616,358.17,3152.55,1050.9,3329.39,4285.83,17.01,286.06,956.22,17.0,100.0,1199.16,5095.53,111.88,0.992,17.0,1674.88,4432.07,461.82,78.0,0.914,0.992,-1.0,0.273,0.992,100.0,0.992,0.0,0.992,0.0,0.0,1.0,0,0,0,0,0,1,0,1
2888,117.49594,351.93,3089.67,1044.7,3334.88,4312.77,17.06,286.06,956.22,17.0,100.0,1199.16,5095.53,111.88,0.992,17.0,1674.88,4432.07,461.82,78.0,0.914,0.992,-1.0,0.242,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2889,117.52927,344.97,3026.85,1038.5,3334.88,4312.77,17.06,233.46,953.65,17.0,100.0,1162.0,5099.66,123.74,0.992,17.0,1732.24,4418.06,466.57,78.0,0.922,0.992,-0.992,0.203,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,1,0,1
2890,117.56259,341.22,2995.47,1035.4,3339.09,4418.25,21.69,233.46,953.65,17.0,100.0,1162.0,5099.66,123.74,0.992,17.0,1746.6,4414.58,467.33,78.0,0.93,0.992,-0.977,0.172,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,1,0,0,0,0,0,0,0
2891,117.59592,333.2,2932.75,1029.22,3339.09,4418.25,21.69,233.46,953.65,17.0,100.0,1162.0,5099.66,123.74,0.992,17.0,1746.6,4414.58,467.33,78.0,0.93,0.992,-0.977,0.156,0.992,100.0,0.992,0.0,0.992,0.0,0.0,1.0,0,0,0,0,0,0,0,0
2892,117.62924,319.82,2838.79,1019.98,3305.54,4542.37,40.89,130.97,937.04,17.0,100.0,1079.86,5103.12,133.38,0.992,17.0,1818.46,4397.38,468.61,78.0,0.922,0.992,-0.812,0.188,0.992,100.0,0.992,0.0,0.992,0.0,0.0,1.0,1,0,0,0,0,1,0,0
2893,117.66257,310.01,2776.23,1013.82,3294.47,4565.89,45.66,130.97,937.04,17.0,100.0,1079.86,5103.12,133.38,0.992,17.0,1832.84,4393.98,468.35,78.0,0.914,0.992,-0.781,0.32,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2894,117.69589,299.49,2713.73,1007.66,3294.47,4565.89,45.66,52.64,908.32,17.0,100.0,1006.0,5103.21,127.19,0.992,17.0,1876.04,4383.87,466.54,78.0,0.914,0.992,-0.68,0.5,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2895,117.72922,291.13,2666.9,1003.04,3231.77,4667.73,63.73,52.64,908.32,17.0,100.0,1006.0,5103.21,127.19,0.992,17.0,1876.04,4383.87,466.54,78.0,0.914,0.992,-0.68,0.594,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,1,0,0,0,1,0,0
2896,117.76254,276.32,2588.93,995.34,3231.77,4667.73,63.73,52.64,908.32,17.0,100.0,945.24,5102.52,111.82,0.992,17.0,1876.04,4383.87,466.54,78.0,0.914,0.992,-0.68,0.648,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2897,117.79594,266.9,2542.2,990.75,3231.77,4667.73,63.73,-24.2,865.21,17.0,100.0,945.24,5102.52,111.82,0.992,17.0,1955.24,4365.7,459.17,78.0,0.938,0.992,0.0,0.766,0.992,100.0,0.992,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,1,0,0
2898,117.82927,253.72,2479.94,984.63,3142.97,4774.32,73.43,-36.63,855.97,17.0,100.0,945.24,5102.52,111.82,0.992,17.0,1969.64,4362.45,457.27,78.0,0.938,0.992,0.0,0.797,0.992,90.0,0.102,0.0,0.992,0.0,0.0,0.0,0,1,0,0,0,0,0,1
2899,117.862595,239.83,2417.75,978.51,3142.97,4774.32,73.43,-69.94,825.54,17.0,100.0,862.59,5100.64,78.04,0.992,17.0,2012.79,4352.78,450.52,78.0,0.93,0.992,0.117,0.812,0.992,90.0,0.102,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2900,117.89592,225.23,2355.62,972.39,3043.17,4873.45,76.82,-69.94,825.54,17.0,100.0,862.59,5100.64,78.04,0.992,17.0,2012.79,4352.78,450.52,78.0,0.93,0.992,0.117,0.812,0.992,90.0,-0.984,0.0,0.992,0.0,0.0,0.0,0,1,0,0,0,1,0,1
2901,117.929245,209.93,2293.56,966.27,3012.35,4901.98,79.0,-69.94,825.54,17.0,100.0,810.57,5100.38,70.8,0.992,17.0,2012.79,4352.78,450.52,78.0,0.93,0.992,0.117,0.805,0.992,90.0,-0.773,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2902,117.96257,193.92,2231.56,960.15,3012.35,4901.98,79.0,-109.56,766.93,17.0,100.0,797.82,5100.38,69.31,0.992,17.0,2084.54,4336.92,435.82,78.0,0.898,0.992,0.0,0.789,0.703,90.0,-0.773,0.0,0.992,0.0,0.0,1.0,0,0,0,0,0,1,0,0
2903,117.995895,185.65,2200.58,957.1,2939.39,4966.39,87.91,-109.56,766.93,17.0,100.0,797.82,5100.38,69.31,0.992,17.0,2084.54,4336.92,435.82,78.0,0.898,0.992,0.0,0.766,0.703,90.0,0.0,0.0,0.992,0.0,0.0,1.0,0,1,0,0,0,0,0,1
2904,118.02922,159.79,2107.75,947.98,2896.49,5000.46,96.59,-126.84,702.34,17.0,100.0,732.38,5100.57,58.99,0.992,17.0,2156.01,4321.27,416.84,78.0,0.836,0.992,0.0,0.773,0.0,90.0,0.0,0.0,0.992,0.0,0.0,1.0,0,0,0,0,0,0,0,0
2905,118.062546,141.67,2045.94,941.9,2829.97,5044.52,115.72,-127.9,675.98,17.0,100.0,704.33,5100.83,53.59,0.992,17.0,2184.51,4315.03,408.06,78.0,0.836,0.992,0.0,0.773,0.0,90.0,-0.867,0.0,0.992,0.0,0.0,0.0,0,1,0,0,0,1,0,1
2906,118.09587,122.85,1984.2,935.82,2807.49,5056.81,123.95,-127.9,675.98,17.0,100.0,704.33,5100.83,53.59,0.992,17.0,2184.51,4315.03,408.06,78.0,0.836,0.992,0.0,0.781,0.0,90.0,-0.875,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,1,0,1
2907,118.129196,103.32,1922.51,929.74,2807.49,5056.81,123.95,-122.83,623.7,17.0,100.0,645.05,5102.57,42.18,0.992,17.0,2241.38,4302.55,388.44,78.0,0.828,0.992,0.0,0.781,0.0,90.0,-0.875,0.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2908,118.16252,93.69,1863.75,923.67,2716.69,5090.69,164.66,-120.12,610.88,17.0,100.0,629.94,5103.72,40.57,0.992,17.0,2255.56,4299.43,383.11,78.0,0.828,0.992,0.0,0.773,0.0,90.0,-0.656,0.0,0.992,0.0,0.0,0.0,0,1,0,0,1,0,0,1
2909,118.19585,93.69,1863.75,923.67,2716.69,5090.69,164.66,-120.12,610.88,17.0,100.0,629.94,5103.72,40.57,0.992,17.0,2255.56,4299.43,383.11,78.0,0.828,0.992,0.0,0.75,0.0,90.0,-0.656,0.0,0.68,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2910,118.22917,116.41,1763.55,911.67,2605.47,5104.15,226.69,-97.03,550.38,17.0,100.0,552.21,5114.94,33.68,0.992,17.0,2326.33,4283.76,353.9,78.0,0.828,0.992,0.0,0.719,0.0,90.0,0.0,0.0,0.992,0.0,0.0,0.0,0,1,0,0,0,0,0,0
2911,118.2625,121.63,1738.53,908.67,2605.47,5104.15,226.69,-97.03,550.38,17.0,100.0,552.21,5114.94,33.68,0.992,17.0,2326.33,4283.76,353.9,78.0,0.828,0.992,0.0,0.68,0.0,90.0,0.0,0.0,0.969,0.0,0.0,0.0,0,0,0,0,1,0,0,1
2912,118.29582,136.19,1663.56,899.67,2605.47,5104.15,226.69,-67.23,508.45,17.0,100.0,486.23,5129.84,25.74,0.992,17.0,2382.75,4271.1,327.45,78.0,0.836,0.992,0.0,0.656,0.531,90.0,0.0,0.0,0.812,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2913,118.32915,144.99,1613.63,893.67,2499.56,5104.37,293.65,-58.35,499.12,17.0,100.0,468.89,5133.66,23.51,0.992,17.0,2396.83,4267.92,320.41,78.0,0.828,0.992,0.0,0.656,0.648,90.0,0.0,0.0,0.57,0.0,0.0,0.0,0,1,0,0,1,0,0,1
2914,118.36247,154.95,1551.3,886.18,2499.56,5104.37,293.65,-23.36,470.51,17.0,100.0,406.06,5142.41,18.52,0.992,5.0,2396.83,4267.92,320.41,78.0,0.828,0.992,0.0,0.992,0.992,90.0,0.0,0.0,0.164,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2915,118.3958,162.1,1501.49,880.22,2385.25,5103.3,364.88,-12.38,463.53,17.0,100.0,387.89,5143.06,17.94,0.992,5.0,2474.12,4250.26,278.61,78.0,0.633,0.992,0.0,0.992,0.992,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0
2916,118.42912,168.52,1451.74,874.26,2385.25,5103.3,364.88,-12.38,463.53,17.0,100.0,387.89,5143.06,17.94,0.992,5.0,2474.12,4250.26,278.61,78.0,0.633,0.992,0.0,0.992,0.992,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2917,118.46245,174.21,1402.03,868.3,2300.07,5103.05,408.82,48.82,432.78,17.0,100.0,297.04,5134.02,16.86,0.992,5.0,2530.19,4237.26,244.92,78.0,0.578,0.992,0.0,0.992,0.992,90.0,0.992,1.0,0.719,0.0,0.0,0.0,0,1,0,0,0,0,0,0
2918,118.49577,179.17,1352.37,862.34,2278.4,5103.03,418.37,62.64,426.98,17.0,100.0,279.03,5130.01,16.81,0.992,5.0,2544.19,4233.99,236.06,78.0,0.562,0.992,0.0,0.992,0.992,90.0,0.992,1.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2919,118.5291,183.41,1302.76,856.38,2278.4,5103.03,418.37,107.22,410.49,17.0,100.0,279.03,5130.01,16.81,0.992,5.0,2544.19,4233.99,236.06,78.0,0.562,0.992,0.0,0.992,0.992,90.0,0.992,1.0,0.992,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2920,118.56242,186.92,1253.21,850.42,2168.24,5102.98,456.25,123.11,405.63,17.0,100.0,208.31,5107.08,16.88,0.992,5.0,2614.15,4217.54,189.12,78.0,0.516,0.992,0.0,0.992,0.438,90.0,0.992,0.0,0.992,0.0,0.0,0.0,0,1,0,0,0,0,0,0
2921,118.59575,189.7,1203.71,844.5,2123.44,5102.98,465.79,123.11,405.63,17.0,100.0,208.31,5107.08,16.88,0.992,5.0,2642.11,4210.91,169.11,78.0,0.516,0.992,0.0,0.992,0.438,90.0,0.992,0.0,0.953,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2922,118.629074,191.76,1154.26,838.58,2123.44,5102.98,465.79,209.75,386.61,17.0,100.0,118.39,5065.43,16.98,0.992,5.0,2642.11,4210.91,169.11,78.0,0.516,0.992,0.0,0.992,0.0,90.0,0.992,0.0,0.883,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2923,118.6624,193.1,1104.85,832.66,2056.04,5102.98,472.59,228.43,384.15,17.0,100.0,99.94,5055.62,16.98,0.992,5.0,2684.0,4200.91,137.78,78.0,0.555,0.992,0.0,0.992,0.0,90.0,0.992,0.0,0.883,0.0,0.0,0.0,0,1,0,0,0,0,0,0
2924,118.695724,193.62,1067.83,828.22,2056.04,5102.98,472.59,267.02,380.95,19.46,100.0,99.94,5055.62,16.98,0.992,5.0,2684.0,4200.91,137.78,78.0,0.555,0.992,0.0,0.539,0.0,90.0,0.992,0.0,0.891,0.0,0.0,0.0,0,0,1,0,0,0,0,1
2925,118.72905,193.68,1018.52,822.3,1956.81,5102.98,464.06,267.02,380.95,19.46,100.0,14.49,5006.96,16.98,0.992,5.0,2684.0,4200.91,137.78,78.0,0.555,0.992,0.0,0.523,0.0,90.0,0.992,0.0,0.891,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2926,118.762375,193.44,993.88,819.34,1935.41,5102.98,459.04,267.02,380.95,19.46,100.0,14.49,5006.96,16.98,0.992,0.0,2760.68,4182.29,76.29,78.0,0.984,0.992,0.094,0.508,0.0,90.0,0.992,0.0,0.914,0.0,0.0,0.0,0,1,0,0,0,0,0,0
2927,118.7957,191.64,920.05,810.5,1935.41,5102.98,459.04,380.17,381.58,49.08,100.0,14.49,5006.96,16.98,0.992,0.0,2760.68,4182.29,76.29,78.0,0.984,0.992,0.094,0.477,0.0,90.0,0.992,0.0,0.992,0.0,0.0,1.0,0,1,1,0,0,0,0,1
2928,118.829025,188.22,846.32,801.68,1833.29,5090.31,418.59,380.17,381.58,49.08,100.0,-103.19,4938.68,16.99,0.992,0.0,2825.33,4166.23,47.01,78.0,0.984,0.992,0.992,0.5,-1.0,90.0,-0.008,1.0,0.992,0.0,0.0,1.0,0,0,0,0,0,0,0,0
2929,118.86235,185.04,797.23,795.8,1833.29,5090.31,418.59,513.49,386.02,85.25,100.0,-103.19,4938.68,16.99,0.992,0.0,2825.33,4166.23,47.01,78.0,0.984,0.992,0.992,0.648,-1.0,90.0,-0.008,1.0,0.992,0.0,0.0,1.0,0,1,0,1,0,0,1,0
2930,118.895676,184.13,784.97,794.33,1763.93,5070.16,382.02,513.49,386.02,85.25,100.0,-103.19,4938.68,16.99,0.992,0.0,2825.33,4166.23,47.01,78.0,0.984,0.992,0.992,0.75,-1.0,90.0,-0.469,1.0,0.992,0.0,0.0,1.0,0,0,0,0,0,0,0,0
2931,118.929,178.92,723.7,786.98,1734.14,5060.03,365.65,553.42,398.97,96.21,100.0,-206.24,4889.67,16.99,0.992,0.0,2885.79,4150.77,27.77,78.0,0.992,0.992,0.992,0.789,0.0,90.0,-0.547,1.0,0.992,0.0,0.0,1.0,0,1,0,1,0,0,0,0
2932,118.962326,175.27,686.98,782.57,1734.14,5060.03,365.65,553.42,398.97,96.21,100.0,-206.24,4889.67,16.99,0.992,0.0,2885.79,4150.77,27.77,78.0,0.992,0.992,0.992,0.836,0.0,90.0,-0.547,1.0,0.992,0.0,0.0,1.0,0,1,0,0,0,0,1,0
2933,118.99565,169.77,638.05,776.71,1664.48,5033.87,325.89,649.88,466.93,123.27,100.0,-302.78,4852.63,16.99,0.992,0.0,2930.15,4133.18,17.68,78.0,0.992,0.992,0.992,0.938,0.0,90.0,-0.578,1.0,0.992,0.0,0.0,1.0,0,0,0,1,0,0,0,0
2934,119.02898,163.55,589.18,770.87,1664.48,5033.87,325.89,668.16,479.88,127.71,100.0,-302.78,4852.63,16.99,0.992,0.0,2930.15,4133.18,17.68,78.0,0.992,0.992,0.992,0.945,0.0,90.0,-0.578,1.0,0.992,0.0,0.0,1.0,0,1,0,0,0,0,1,0
2935,119.0623,175.66,639.22,873.46,1544.66,4988.44,252.29,681.46,487.8,130.81,100.0,-412.87,4816.35,21.96,0.992,0.0,2930.15,4133.18,17.68,78.0,0.992,0.992,0.992,0.938,0.375,90.0,-0.531,1.0,0.992,0.0,0.0,1.0,0,0,0,0,1,0,0,0
2936,119.09563,182.5,673.62,940.62,1504.63,4973.26,226.21,742.68,526.16,134.76,100.0,-457.23,4801.61,32.31,0.992,0.0,2960.35,4091.55,16.54,78.0,0.984,0.992,0.977,0.93,0.383,90.0,-0.461,1.0,0.992,0.0,0.0,1.0,0,1,0,0,1,0,0,0
2937,119.12895,187.16,699.4,990.94,1474.57,4961.86,206.15,742.68,526.16,134.76,100.0,-457.23,4801.61,32.31,0.992,0.0,2960.35,4091.55,16.54,78.0,0.984,0.992,0.977,0.891,0.383,90.0,-0.414,1.0,0.992,0.0,0.0,1.0,0,1,0,0,0,0,0,0
2938,119.163826,192.72,733.74,1057.98,1474.57,4961.86,206.15,742.68,526.16,134.76,100.0,-534.97,4775.44,51.57,0.992,0.0,2960.35,4091.55,16.54,78.0,0.984,0.992,0.977,0.781,0.352,90.0,-0.414,1.0,0.992,0.0,0.0,1.0,0,1,0,0,0,1,0,0
2939,119.19715,198.66,776.62,1141.68,1474.57,4961.86,206.15,840.79,589.7,133.8,100.0,-593.62,4753.5,64.4,0.992,0.0,2961.91,4044.5,16.96,78.0,0.992,0.992,0.0,0.625,0.281,90.0,-0.414,1.0,0.992,0.0,0.0,1.0,0,0,0,0,0,0,0,0
2940,119.23048,202.59,810.88,1208.56,1344.0,4912.14,114.29,840.79,589.7,133.8,100.0,-650.2,4725.7,73.84,0.992,0.0,2961.91,4044.5,16.96,78.0,0.992,0.992,0.0,0.547,0.281,90.0,0.375,1.0,0.969,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2941,119.2638,203.46,819.44,1225.27,1344.0,4912.14,114.29,840.79,589.7,133.8,100.0,-650.2,4725.7,73.84,0.992,0.0,2961.91,4044.5,16.96,78.0,0.992,0.992,0.0,0.352,0.281,90.0,0.375,1.0,0.453,0.0,0.0,0.0,0,1,0,0,0,0,0,0
2942,119.29713,207.72,870.76,1325.45,1273.48,4885.17,61.6,919.31,642.08,132.99,100.0,-650.2,4725.7,73.84,0.992,0.0,2961.25,3992.87,17.01,78.0,0.992,0.992,0.992,0.156,0.281,90.0,0.992,0.0,0.016,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2943,119.33045,209.66,904.93,1392.15,1253.3,4877.43,46.14,919.31,642.08,132.99,100.0,-806.08,4649.11,95.92,0.992,0.0,2961.96,3982.74,17.01,78.0,0.984,0.992,0.992,0.008,0.711,90.0,0.992,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0
2944,119.36378,211.2,956.12,1492.07,1174.75,4844.37,12.33,1011.51,704.97,132.09,100.0,-806.08,4649.11,95.92,0.992,0.0,2965.87,3951.08,17.01,78.0,0.992,0.992,0.062,0.0,0.711,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2945,119.3971,211.35,973.16,1525.34,1156.48,4834.89,12.43,1011.51,704.97,132.09,100.0,-919.65,4593.35,101.58,0.992,0.0,2965.87,3951.08,17.01,78.0,0.992,0.992,0.062,0.0,0.766,90.0,0.992,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0
2946,119.43043,210.72,1024.24,1625.06,1138.87,4824.85,13.24,1108.97,772.82,131.19,100.0,-948.06,4579.41,101.45,0.992,0.0,2975.38,3893.71,17.01,78.0,0.992,0.992,0.0,0.0,0.648,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2947,119.46375,209.4,1058.25,1691.45,1074.94,4779.26,15.81,1149.44,801.34,130.83,100.0,-1061.74,4523.68,100.42,0.992,0.0,2980.23,3869.26,17.01,78.0,0.992,0.992,0.0,0.0,0.0,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2948,119.49708,207.94,1083.74,1741.2,1074.94,4779.26,15.81,1180.34,823.24,130.56,100.0,-1061.74,4523.68,100.42,0.992,0.0,2980.23,3869.26,17.01,78.0,0.992,0.992,0.0,0.0,0.0,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2949,119.5304,206.07,1109.21,1790.91,1027.66,4732.68,16.67,1211.72,845.59,130.29,100.0,-1061.74,4523.68,100.42,0.992,0.0,2988.47,3831.07,17.01,78.0,0.984,0.992,0.0,0.0,0.0,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2950,119.56373,202.06,1151.61,1873.67,1015.7,4718.32,16.78,1211.72,845.59,130.29,100.0,-1189.54,4461.15,99.16,0.992,0.0,2988.47,3831.07,17.01,78.0,0.984,0.992,0.0,0.0,0.0,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2951,119.59705,198.04,1185.49,1939.81,1015.7,4718.32,16.78,1308.7,915.31,128.81,100.0,-1189.54,4461.15,99.16,0.992,0.0,3002.38,3770.45,17.01,78.0,0.984,0.992,0.0,0.0,0.0,90.0,0.992,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2952,119.63038,193.3,1219.33,2005.87,967.21,4640.35,17.0,1330.83,931.34,128.15,100.0,-1189.54,4461.15,99.16,0.992,0.0,3005.66,3756.45,17.01,78.0,0.992,0.992,0.0,0.0,0.0,90.0,0.953,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2953,119.663704,187.86,1253.14,2071.87,967.21,4640.35,17.0,1398.49,980.63,125.41,100.0,-1359.71,4378.23,97.56,0.992,0.0,3005.66,3756.45,17.01,78.0,0.992,0.992,0.0,0.0,0.0,90.0,0.953,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2954,119.69703,181.7,1286.92,2137.81,941.96,4572.0,17.02,1398.49,980.63,125.41,100.0,-1359.71,4378.23,97.56,0.992,0.0,3024.55,3680.45,17.01,78.0,0.992,0.992,0.469,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2955,119.730354,174.82,1320.66,2203.67,937.08,4553.98,17.02,1398.49,980.63,125.41,100.0,-1359.71,4378.23,97.56,0.992,0.0,3029.37,3664.27,17.01,78.0,0.992,0.992,0.883,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2956,119.76368,167.22,1354.37,2269.47,937.08,4553.98,17.02,1515.48,1066.73,118.29,100.0,-1529.6,4295.88,96.07,0.992,0.0,3046.58,3614.16,17.01,78.0,0.992,0.992,0.992,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
