frame,time,Ball_z,Ball_y,Ball_x,French B4guette_x,French B4guette_y,French B4guette_z,User-63f82723dc_x,User-63f82723dc_y,User-63f82723dc_z,User-63f82723dc_boost,Sayonara_Sammy12_x,Sayonara_Sammy12_y,Sayonara_Sammy12_z,Sayonara_Sammy12_throttle,Sayonara_Sammy12_boost,GMON3YSTR8CASH_x,GMON3YSTR8CASH_y,GMON3YSTR8CASH_z,GMON3YSTR8CASH_boost,GMON3YSTR8CASH_throttle,French B4guette_throttle,GMON3YSTR8CASH_steer,User-63f82723dc_throttle,Sayonara_Sammy12_steer,French B4guette_boost,French B4guette_steer,French B4guette_handbrake,User-63f82723dc_steer,GMON3YSTR8CASH_handbrake,Sayonara_Sammy12_handbrake,User-63f82723dc_handbrake,French B4guette_jump,French B4guette_double_jump,User-63f82723dc_jump,User-63f82723dc_double_jump,Sayonara_Sammy12_jump,Sayonara_Sammy12_double_jump,GMON3YSTR8CASH_jump,GMON3YSTR8CASH_double_jump
0,12.16112,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,12.195844,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,12.2291765,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
3,12.262509,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
4,12.295842,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
5,12.329175,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
6,12.362508,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
7,12.395841,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
8,12.429173,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
9,12.462506,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
10,12.495839,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
11,12.529172,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
12,12.562505,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
13,12.595871,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
14,12.629204,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
15,12.662537,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
16,12.695869,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
17,12.729202,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
18,12.762535,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
19,12.795868,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
20,12.829202,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
21,12.8625345,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
22,12.895907,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
23,12.92924,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
24,12.962573,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
25,12.995906,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
26,13.029239,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
27,13.062572,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
28,13.095905,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
29,13.129238,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
30,13.162571,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
31,13.195904,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
32,13.229237,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
33,13.262596,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
34,13.295929,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
35,13.329262,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
36,13.362595,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
37,13.395927,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
38,13.42926,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
39,13.462593,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
40,13.495926,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
41,13.529259,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
42,13.562592,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
43,13.595924,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
44,13.629257,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
45,13.66259,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
46,13.695923,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
47,13.729256,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
48,13.7625885,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
49,13.795921,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
50,13.829254,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
51,13.862587,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
52,13.89592,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
53,13.929253,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
54,13.962585,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
55,13.995918,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
56,14.029251,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
57,14.062584,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
58,14.095917,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
59,14.12925,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
60,14.162582,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
61,14.195915,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
62,14.229248,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
63,14.262581,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
64,14.295914,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
65,14.3292465,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
66,14.36258,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
67,14.395913,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
68,14.429246,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
69,14.462579,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
70,14.495912,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.992,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
71,14.529244,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
72,14.562577,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
73,14.59591,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
74,14.629243,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
75,14.662576,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
76,14.695909,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
77,14.729241,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.992,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
78,14.762574,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.992,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
79,14.795907,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
80,14.82924,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
81,14.862573,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.984,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
82,14.8959055,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.992,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
83,14.929238,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.992,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
84,14.962571,92.74,0.0,0.0,-2048.0,2560.0,17.01,2048.0,-2560.0,17.01,33.0,-256.0,-3840.0,17.01,0.992,33.0,256.0,3840.0,17.01,33.0,0.992,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
